Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
A0A0E0D9K0_9ORYZ	A0A0E0D9K0_9ORYZ	234	AvrRpt-cleavage	-	37	6.9e-22	87.9	3.3	2	2	2.0e-21	2.1e-16	70.3739395141602	0.82	3	37	164	198	162	198	0.97	AvrRpt-cleavage domain-containing protein		0
A0A3B6LX54_WHEAT	A0A3B6LX54_WHEAT	330	AvrRpt-cleavage	-	37	7.4e-22	87.8	4.7	1	2	8.4e-05	8.8	17.1516647338867	0.09	6	33	100	123	97	124	0.90	AvrRpt-cleavage domain-containing protein		0
A0A3B6LX54_WHEAT	A0A3B6LX54_WHEAT	330	AvrRpt-cleavage	-	37	7.4e-22	87.8	4.7	2	2	1.0e-21	1.1e-16	71.286247253418	1.31	1	37	260	296	260	296	0.98	AvrRpt-cleavage domain-containing protein		0
A0A287SZE6_HORVV	A0A287SZE6_HORVV	231	AvrRpt-cleavage	-	37	8.3e-22	87.6	3.7	1	2	0.00035	37	15.1668310165405	0.04	6	35	5	30	2	31	0.88	AvrRpt-cleavage domain-containing protein		0
A0A287SZE6_HORVV	A0A287SZE6_HORVV	231	AvrRpt-cleavage	-	37	8.3e-22	87.6	3.7	2	2	6.1e-22	6.3e-17	72.005241394043	1.31	1	37	167	203	167	203	0.98	AvrRpt-cleavage domain-containing protein		0
F2CW07_HORVV	F2CW07_HORVV	237	AvrRpt-cleavage	-	37	8.7e-22	87.6	3.7	1	2	0.00036	38	15.1171417236328	0.04	6	35	5	30	2	31	0.88	Predicted protein		0
F2CW07_HORVV	F2CW07_HORVV	237	AvrRpt-cleavage	-	37	8.7e-22	87.6	3.7	2	2	6.3e-22	6.6e-17	71.9511108398438	1.31	1	37	167	203	167	203	0.98	Predicted protein		0
A0A287SZB3_HORVV	A0A287SZB3_HORVV	393	AvrRpt-cleavage	-	37	3.3e-21	85.7	3.8	1	2	0.00057	59	14.4978923797607	0.05	5	35	166	192	163	193	0.87	AvrRpt-cleavage domain-containing protein		0
A0A287SZB3_HORVV	A0A287SZB3_HORVV	393	AvrRpt-cleavage	-	37	3.3e-21	85.7	3.8	2	2	1.3e-21	1.3e-16	70.9577178955078	1.31	1	37	329	365	329	365	0.98	AvrRpt-cleavage domain-containing protein		0
M0WDR8_HORVV	M0WDR8_HORVV	399	AvrRpt-cleavage	-	37	3.4e-21	85.7	3.8	1	2	0.00058	61	14.4714441299438	0.05	5	35	166	192	163	193	0.87	AvrRpt-cleavage domain-containing protein		0
M0WDR8_HORVV	M0WDR8_HORVV	399	AvrRpt-cleavage	-	37	3.4e-21	85.7	3.8	2	2	1.3e-21	1.4e-16	70.9298248291016	1.31	1	37	329	365	329	365	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D9W1D2_9ORYZ	A0A0D9W1D2_9ORYZ	215	AvrRpt-cleavage	-	37	4.4e-21	85.3	9.5	1	2	4.9e-05	5.1	17.8988857269287	0.08	7	35	16	43	12	44	0.89	AvrRpt-cleavage domain-containing protein		0
A0A0D9W1D2_9ORYZ	A0A0D9W1D2_9ORYZ	215	AvrRpt-cleavage	-	37	4.4e-21	85.3	9.5	2	2	3.5e-22	3.6e-17	72.7737426757812	1.19	1	37	143	179	143	179	0.98	AvrRpt-cleavage domain-containing protein		0
K7UQS4_MAIZE	K7UQS4_MAIZE	153	AvrRpt-cleavage	-	37	7.9e-21	84.5	1.5	1	2	1.7e-05	1.8	19.3932476043701	0.21	3	34	5	34	3	36	0.85	AvrRpt-cleavage domain-containing protein		0
K7UQS4_MAIZE	K7UQS4_MAIZE	153	AvrRpt-cleavage	-	37	7.9e-21	84.5	1.5	2	2	1.7e-19	1.8e-14	64.1478729248047	0.06	2	37	80	116	79	116	0.97	AvrRpt-cleavage domain-containing protein		0
A0A4U6VSK9_SETVI	A0A4U6VSK9_SETVI	83	AvrRpt-cleavage	-	37	2.1e-20	83.1	0.8	1	1	4.7e-25	4.9e-20	81.9735794067383	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A4U6VU75_SETVI	A0A4U6VU75_SETVI	81	AvrRpt-cleavage	-	37	2.1e-20	83.1	0.8	1	1	4.4e-25	4.6e-20	82.0541915893555	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A5J9TJB9_9POAL	A0A5J9TJB9_9POAL	79	AvrRpt-cleavage	-	37	2.3e-20	83.0	0.8	1	1	4.1e-25	4.3e-20	82.1379318237305	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein (Fragment)		0
A0A2T7EQC8_9POAL	A0A2T7EQC8_9POAL	78	AvrRpt-cleavage	-	37	2.4e-20	82.9	0.8	1	1	4.0e-25	4.2e-20	82.1810607910156	0.82	2	37	3	38	2	38	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D9XBN7_9ORYZ	A0A0D9XBN7_9ORYZ	82	AvrRpt-cleavage	-	37	3.1e-20	82.6	0.8	1	1	4.5e-25	4.7e-20	82.0135040283203	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A6G1DG41_9ORYZ	A0A6G1DG41_9ORYZ	82	AvrRpt-cleavage	-	37	3.1e-20	82.6	0.8	1	1	4.5e-25	4.7e-20	82.0135040283203	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
Q6K3Y6_ORYSJ	Q6K3Y6_ORYSJ	82	AvrRpt-cleavage	-	37	3.5e-20	82.4	0.8	1	1	4.5e-25	4.7e-20	82.0135040283203	0.82	2	37	4	39	3	39	0.98	Os09g0253000 protein		0
A0A0E0EFS3_9ORYZ	A0A0E0EFS3_9ORYZ	82	AvrRpt-cleavage	-	37	3.5e-20	82.4	0.8	1	1	4.5e-25	4.7e-20	82.0135040283203	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0B072_9ORYZ	A0A0E0B072_9ORYZ	82	AvrRpt-cleavage	-	37	3.5e-20	82.4	0.8	1	1	4.5e-25	4.7e-20	82.0135040283203	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0LYU0_ORYPU	A0A0E0LYU0_ORYPU	88	AvrRpt-cleavage	-	37	3.8e-20	82.3	0.8	1	1	5.3e-25	5.6e-20	81.7845230102539	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3L6T945_PANMI	A0A3L6T945_PANMI	78	AvrRpt-cleavage	-	37	4.2e-20	82.2	0.8	1	1	4.0e-25	4.2e-20	82.1810607910156	0.82	2	37	3	38	2	38	0.98	RPM1-interacting protein 4		0
A0A3L6QNZ3_PANMI	A0A3L6QNZ3_PANMI	78	AvrRpt-cleavage	-	37	4.2e-20	82.2	0.8	1	1	4.0e-25	4.2e-20	82.1810607910156	0.82	2	37	3	38	2	38	0.98	RPM1-interacting protein 4		0
A0A1E5VFF4_9POAL	A0A1E5VFF4_9POAL	80	AvrRpt-cleavage	-	37	4.3e-20	82.2	0.8	1	1	7.0e-25	7.3e-20	81.4039764404297	0.81	2	37	1	36	1	36	0.98	AvrRpt-cleavage domain-containing protein (Fragment)		0
A0A4U6VTI9_SETVI	A0A4U6VTI9_SETVI	83	AvrRpt-cleavage	-	37	4.5e-20	82.1	1.7	1	1	4.7e-25	4.9e-20	81.9735794067383	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A2YYZ5_ORYSI	A2YYZ5_ORYSI	94	AvrRpt-cleavage	-	37	4.5e-20	82.1	1.0	1	1	5.9e-25	6.2e-20	81.6421890258789	0.98	2	37	16	51	15	51	0.98	AvrRpt-cleavage domain-containing protein		0
A0A5J9TI45_9POAL	A0A5J9TI45_9POAL	103	AvrRpt-cleavage	-	37	4.8e-20	82.0	0.8	1	1	7.5e-25	7.9e-20	81.3035354614258	0.82	2	37	3	38	2	38	0.98	AvrRpt-cleavage domain-containing protein		0
K3ZYL4_SETIT	K3ZYL4_SETIT	83	AvrRpt-cleavage	-	37	4.9e-20	82.0	0.8	1	1	4.7e-25	4.9e-20	81.9735794067383	0.82	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
K4A108_SETIT	K4A108_SETIT	126	AvrRpt-cleavage	-	37	6.2e-20	81.6	0.8	1	1	1.1e-24	1.2e-19	80.7394561767578	0.82	2	37	47	82	46	82	0.98	AvrRpt-cleavage domain-containing protein		0
A0A287W9C2_HORVV	A0A287W9C2_HORVV	52	AvrRpt-cleavage	-	37	1.3e-19	80.6	1.0	1	1	1.5e-24	1.6e-19	80.3495101928711	0.95	2	36	4	38	3	39	0.97	AvrRpt-cleavage domain-containing protein		0
A0A0D3GFF8_9ORYZ	A0A0D3GFF8_9ORYZ	80	AvrRpt-cleavage	-	37	1.3e-19	80.6	0.7	1	1	1.7e-24	1.8e-19	80.1513214111328	0.74	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0E0LAI9_ORYPU	A0A0E0LAI9_ORYPU	80	AvrRpt-cleavage	-	37	1.3e-19	80.6	0.7	1	1	1.7e-24	1.8e-19	80.1513214111328	0.74	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A6G1CUX8_9ORYZ	A0A6G1CUX8_9ORYZ	80	AvrRpt-cleavage	-	37	1.3e-19	80.6	0.7	1	1	1.7e-24	1.8e-19	80.1513214111328	0.74	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0E0KVE5_ORYPU	A0A0E0KVE5_ORYPU	91	AvrRpt-cleavage	-	37	1.4e-19	80.5	0.8	1	1	1.9e-24	2.0e-19	80.0143356323242	0.81	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A2XXP2_ORYSI	A2XXP2_ORYSI	89	AvrRpt-cleavage	-	37	1.4e-19	80.5	0.4	1	1	1.9e-24	2.0e-19	80.0113830566406	0.36	2	37	2	37	1	37	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0DIJ1_9ORYZ	A0A0E0DIJ1_9ORYZ	91	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.4	1	1	2.0e-24	2.1e-19	79.9416427612305	0.36	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D3G0G9_9ORYZ	A0A0D3G0G9_9ORYZ	91	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.4	1	1	2.0e-24	2.1e-19	79.9416427612305	0.36	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A3L6PGP2_PANMI	A0A3L6PGP2_PANMI	77	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.7	1	1	2.1e-24	2.2e-19	79.9045104980469	0.69	2	37	4	39	3	39	0.96	RPM1-interacting protein 4-like		0
Q7XS34_ORYSJ	Q7XS34_ORYSJ	92	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.4	1	1	2.1e-24	2.2e-19	79.9076309204102	0.36	2	37	5	40	4	40	0.98	Os04g0620600 protein		0
A0A0E0PE77_ORYRU	A0A0E0PE77_ORYRU	92	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.4	1	1	2.1e-24	2.2e-19	79.9076309204102	0.36	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0E0H649_ORYNI	A0A0E0H649_ORYNI	92	AvrRpt-cleavage	-	37	1.5e-19	80.4	0.4	1	1	2.1e-24	2.2e-19	79.9076309204102	0.36	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A287W969_HORVV	A0A287W969_HORVV	79	AvrRpt-cleavage	-	37	1.6e-19	80.3	0.8	1	1	2.1e-24	2.2e-19	79.8528518676758	0.75	2	37	6	41	5	41	0.96	AvrRpt-cleavage domain-containing protein		0
A0A804PZW4_MAIZE	A0A804PZW4_MAIZE	79	AvrRpt-cleavage	-	37	1.7e-19	80.3	0.7	1	1	2.2e-24	2.3e-19	79.8180313110352	0.69	2	37	4	39	3	39	0.96	Uncharacterized protein		0
I1GYZ9_BRADI	I1GYZ9_BRADI	79	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.8	1	1	2.1e-24	2.2e-19	79.8528518676758	0.75	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
M8A7R2_TRIUA	M8A7R2_TRIUA	80	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.8	1	1	2.2e-24	2.3e-19	79.8108596801758	0.75	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A3L6RZ88_PANMI	A0A3L6RZ88_PANMI	80	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.7	1	1	2.3e-24	2.4e-19	79.7760620117188	0.69	2	37	4	39	3	39	0.96	RPM1-interacting protein 4-like		0
A0A2T7DZI2_9POAL	A0A2T7DZI2_9POAL	80	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.7	1	1	2.3e-24	2.4e-19	79.7760620117188	0.69	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
I1GYZ8_BRADI	I1GYZ8_BRADI	80	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.8	1	1	2.2e-24	2.3e-19	79.8108596801758	0.75	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
C5Z8Z6_SORBI	C5Z8Z6_SORBI	80	AvrRpt-cleavage	-	37	1.7e-19	80.2	0.7	1	1	2.3e-24	2.4e-19	79.7760620117188	0.69	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A5J9TL05_9POAL	A0A5J9TL05_9POAL	80	AvrRpt-cleavage	-	37	1.8e-19	80.2	0.7	1	1	2.3e-24	2.4e-19	79.7760620117188	0.69	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A4U6V2M2_SETVI	A0A4U6V2M2_SETVI	80	AvrRpt-cleavage	-	37	1.8e-19	80.2	0.7	1	1	2.3e-24	2.4e-19	79.7760620117188	0.69	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A453RCT9_AEGTS	A0A453RCT9_AEGTS	94	AvrRpt-cleavage	-	37	1.8e-19	80.2	0.8	1	1	3.2e-24	3.3e-19	79.2973709106445	0.75	2	37	18	53	17	53	0.96	AvrRpt-cleavage domain-containing protein		0
A0A287W9W2_HORVV	A0A287W9W2_HORVV	85	AvrRpt-cleavage	-	37	1.9e-19	80.1	0.8	1	1	2.5e-24	2.7e-19	79.6124267578125	0.75	2	37	9	44	8	44	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0D9WPC9_9ORYZ	A0A0D9WPC9_9ORYZ	98	AvrRpt-cleavage	-	37	2.0e-19	80.0	0.7	1	1	2.7e-24	2.9e-19	79.5107345581055	0.74	2	37	22	57	21	57	0.96	AvrRpt-cleavage domain-containing protein		0
A0A287WIH0_HORVV	A0A287WIH0_HORVV	88	AvrRpt-cleavage	-	37	2.1e-19	80.0	0.3	1	1	3.2e-24	3.4e-19	79.2794647216797	0.32	1	37	16	51	16	51	0.97	AvrRpt-cleavage domain-containing protein		0
A0A0E0E0Q1_9ORYZ	A0A0E0E0Q1_9ORYZ	103	AvrRpt-cleavage	-	37	2.1e-19	79.9	0.7	1	1	3.0e-24	3.2e-19	79.3636016845703	0.74	2	37	27	62	26	62	0.96	AvrRpt-cleavage domain-containing protein		0
A2YBU7_ORYSI	A2YBU7_ORYSI	103	AvrRpt-cleavage	-	37	2.1e-19	79.9	0.7	1	1	3.0e-24	3.2e-19	79.3636016845703	0.74	2	37	27	62	26	62	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0E0KVE4_ORYPU	A0A0E0KVE4_ORYPU	112	AvrRpt-cleavage	-	37	2.2e-19	79.9	0.8	1	1	3.0e-24	3.1e-19	79.3980560302734	0.81	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
J3MDB9_ORYBR	J3MDB9_ORYBR	107	AvrRpt-cleavage	-	37	2.5e-19	79.7	0.7	1	1	3.3e-24	3.4e-19	79.2533645629883	0.74	2	37	31	66	30	66	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0E0LAI8_ORYPU	A0A0E0LAI8_ORYPU	109	AvrRpt-cleavage	-	37	2.6e-19	79.7	0.7	1	1	3.4e-24	3.6e-19	79.2005004882812	0.74	2	37	33	68	32	68	0.96	AvrRpt-cleavage domain-containing protein		0
B6SJI8_MAIZE	B6SJI8_MAIZE	80	AvrRpt-cleavage	-	37	2.7e-19	79.6	0.8	1	1	3.4e-24	3.6e-19	79.2009429931641	0.77	2	37	4	39	3	39	0.96	Nitrate-induced NOI protein		0
A0A287W967_HORVV	A0A287W967_HORVV	103	AvrRpt-cleavage	-	37	2.9e-19	79.5	0.8	1	1	3.9e-24	4.1e-19	79.0243682861328	0.75	2	37	27	62	26	62	0.96	AvrRpt-cleavage domain-containing protein		0
J3M1I4_ORYBR	J3M1I4_ORYBR	87	AvrRpt-cleavage	-	37	2.9e-19	79.5	0.9	1	1	4.7e-24	4.9e-19	78.773681640625	0.88	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A6G1BW03_9ORYZ	A0A6G1BW03_9ORYZ	88	AvrRpt-cleavage	-	37	3.4e-19	79.3	0.9	1	1	4.8e-24	5.0e-19	78.7372283935547	0.88	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
J3MVW0_ORYBR	J3MVW0_ORYBR	398	AvrRpt-cleavage	-	37	3.4e-19	79.3	0.8	1	1	5.8e-24	6.1e-19	78.4652328491211	0.77	2	37	74	109	73	109	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0D9ZQV0_9ORYZ	A0A0D9ZQV0_9ORYZ	91	AvrRpt-cleavage	-	37	3.7e-19	79.1	0.3	1	1	5.0e-24	5.2e-19	78.678581237793	0.34	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A287W9B4_HORVV	A0A287W9B4_HORVV	120	AvrRpt-cleavage	-	37	3.9e-19	79.1	0.8	1	1	5.3e-24	5.5e-19	78.5945205688477	0.75	2	37	44	79	43	79	0.96	AvrRpt-cleavage domain-containing protein		0
I1J1Y1_BRADI	I1J1Y1_BRADI	95	AvrRpt-cleavage	-	37	4.0e-19	79.0	0.6	1	1	6.0e-24	6.3e-19	78.4141998291016	0.61	2	37	6	41	5	41	0.97	AvrRpt-cleavage domain-containing protein		0
A0A0E0G7C9_ORYNI	A0A0E0G7C9_ORYNI	117	AvrRpt-cleavage	-	37	4.1e-19	79.0	0.7	1	1	3.9e-24	4.1e-19	79.0026016235352	0.74	2	37	41	76	40	76	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0E0A889_9ORYZ	A0A0E0A889_9ORYZ	117	AvrRpt-cleavage	-	37	4.1e-19	79.0	0.7	1	1	3.9e-24	4.1e-19	79.0026016235352	0.74	2	37	41	76	40	76	0.96	AvrRpt-cleavage domain-containing protein		0
A0A0D3GFF7_9ORYZ	A0A0D3GFF7_9ORYZ	117	AvrRpt-cleavage	-	37	4.1e-19	79.0	0.7	1	1	3.9e-24	4.1e-19	79.0026016235352	0.74	2	37	41	76	40	76	0.96	AvrRpt-cleavage domain-containing protein		0
K3Y2A9_SETIT	K3Y2A9_SETIT	136	AvrRpt-cleavage	-	37	4.2e-19	79.0	0.7	1	1	6.9e-24	7.2e-19	78.2293014526367	0.69	2	37	60	95	59	95	0.96	AvrRpt-cleavage domain-containing protein		0
J3LPY6_ORYBR	J3LPY6_ORYBR	97	AvrRpt-cleavage	-	37	4.4e-19	78.9	0.3	1	1	6.7e-24	7.0e-19	78.2719879150391	0.31	2	37	2	37	1	37	0.98	AvrRpt-cleavage domain-containing protein		0
A0A0P0WVN6_ORYSJ	A0A0P0WVN6_ORYSJ	163	AvrRpt-cleavage	-	37	4.5e-19	78.9	0.7	1	1	7.3e-24	7.6e-19	78.1544876098633	0.74	2	37	29	64	28	64	0.96	Os06g0286375 protein		0
A0A2K2CIN6_BRADI	A0A2K2CIN6_BRADI	93	AvrRpt-cleavage	-	37	5.1e-19	78.7	0.6	1	1	7.5e-24	7.8e-19	78.1087493896484	0.63	2	37	4	39	3	39	0.97	AvrRpt-cleavage domain-containing protein		0
A0A2T7CN42_9POAL	A0A2T7CN42_9POAL	160	AvrRpt-cleavage	-	37	5.5e-19	78.6	0.1	1	2	1.2e-05	1.2	19.891471862793	0.04	6	34	7	33	3	35	0.86	AvrRpt-cleavage domain-containing protein		0
A0A2T7CN42_9POAL	A0A2T7CN42_9POAL	160	AvrRpt-cleavage	-	37	5.5e-19	78.6	0.1	2	2	4.3e-17	4.5e-12	56.476619720459	0.02	6	37	91	123	87	123	0.95	AvrRpt-cleavage domain-containing protein		0
A0A804NVF7_MAIZE	A0A804NVF7_MAIZE	89	AvrRpt-cleavage	-	37	5.8e-19	78.5	0.5	1	1	8.9e-24	9.3e-19	77.8709106445312	0.46	4	37	7	40	4	40	0.96	Uncharacterized protein		0
A0A453RD30_AEGTS	A0A453RD30_AEGTS	179	AvrRpt-cleavage	-	37	7.4e-19	78.2	0.8	1	1	1.1e-23	1.1e-18	77.5967102050781	0.75	2	37	103	138	102	138	0.96	AvrRpt-cleavage domain-containing protein		0
A0A287J9E1_HORVV	A0A287J9E1_HORVV	94	AvrRpt-cleavage	-	37	7.9e-19	78.1	0.9	1	1	1.2e-23	1.2e-18	77.4881210327148	0.86	2	37	7	42	6	42	0.97	AvrRpt-cleavage domain-containing protein		0
A0A1D6Q8W7_MAIZE	A0A1D6Q8W7_MAIZE	106	AvrRpt-cleavage	-	37	8.2e-19	78.1	0.5	1	1	1.3e-23	1.4e-18	77.3505783081055	0.46	4	37	24	57	21	57	0.96	RPM1-interacting protein 4 (RIN4) family protein		0
A0A5J9SMP1_9POAL	A0A5J9SMP1_9POAL	191	AvrRpt-cleavage	-	37	8.3e-19	78.0	0.7	1	1	1.2e-23	1.3e-18	77.4150543212891	0.69	2	37	115	150	114	150	0.96	AvrRpt-cleavage domain-containing protein (Fragment)		0
A0A0D9W9M3_9ORYZ	A0A0D9W9M3_9ORYZ	92	AvrRpt-cleavage	-	37	9.4e-19	77.9	1.0	1	1	1.3e-23	1.4e-18	77.3238677978516	0.99	2	37	5	40	4	40	0.98	AvrRpt-cleavage domain-containing protein		0
A0A5J9TTQ8_9POAL	A0A5J9TTQ8_9POAL	90	AvrRpt-cleavage	-	37	1.1e-18	77.6	1.2	1	1	1.6e-23	1.6e-18	77.1005401611328	1.21	2	37	4	39	3	39	0.98	AvrRpt-cleavage domain-containing protein		0
A0A2T7FBH6_9POAL	A0A2T7FBH6_9POAL	87	AvrRpt-cleavage	-	37	1.3e-18	77.5	0.7	1	1	2.0e-23	2.1e-18	76.7535934448242	0.71	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A3L6QJ74_PANMI	A0A3L6QJ74_PANMI	87	AvrRpt-cleavage	-	37	1.3e-18	77.4	0.7	1	1	2.0e-23	2.1e-18	76.7535934448242	0.71	2	37	4	39	3	39	0.96	RPM1-interacting protein 4-like		0
K3YX72_SETIT	K3YX72_SETIT	86	AvrRpt-cleavage	-	37	1.3e-18	77.4	0.7	1	1	1.9e-23	2.0e-18	76.7904739379883	0.71	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A453RLU4_AEGTS	A0A453RLU4_AEGTS	242	AvrRpt-cleavage	-	37	1.3e-18	77.4	0.3	1	1	2.0e-23	2.1e-18	76.735481262207	0.32	1	37	170	205	170	205	0.96	AvrRpt-cleavage domain-containing protein		0
A0A4V6DFT3_SETVI	A0A4V6DFT3_SETVI	86	AvrRpt-cleavage	-	37	1.3e-18	77.4	0.7	1	1	1.9e-23	2.0e-18	76.7904739379883	0.71	2	37	4	39	3	39	0.96	AvrRpt-cleavage domain-containing protein		0
A0A3L6RQR1_PANMI	A0A3L6RQR1_PANMI	88	AvrRpt-cleavage	-	37	1.3e-18	77.4	0.7	1	1	2.0e-23	2.1e-18	76.7173614501953	0.71	2	37	6	41	5	41	0.96	AvrRpt-cleavage domain-containing protein		0
A0A1E5WLY1_9POAL	A0A1E5WLY1_9POAL	104	AvrRpt-cleavage	-	37	1.4e-18	77.3	0.7	1	1	2.9e-23	3.1e-18	76.2112884521484	0.71	2	37	6	41	5	41	0.96	AvrRpt-cleavage domain-containing protein		0
A0A804PY19_MAIZE	A0A804PY19_MAIZE	144	AvrRpt-cleavage	-	37	1.4e-18	77.3	0.4	1	1	2.2e-23	2.3e-18	76.6257705688477	0.35	4	37	70	103	68	103	0.96	Uncharacterized protein		0
A0A453CZE0_AEGTS	A0A453CZE0_AEGTS	81	AvrRpt-cleavage	-	37	1.8e-18	76.9	0.7	1	1	2.4e-23	2.5e-18	76.4745788574219	0.66	2	37	4	39	3	39	0.97	AvrRpt-cleavage domain-containing protein		0
A0A804NVF6_MAIZE	A0A804NVF6_MAIZE	169	AvrRpt-cleavage	-	37	1.8e-18	76.9	0.5	1	1	3.1e-23	3.2e-18	76.1497802734375	0.46	4	37	87	120	84	120	0.96	Uncharacterized protein		0
A0A453CZE9_AEGTS	A0A453CZE9_AEGTS	92	AvrRpt-cleavage	-	37	2.4e-18	76.5	0.7	1	1	3.3e-23	3.4e-18	76.0653381347656	0.66	2	37	7	42	6	42	0.97	AvrRpt-cleavage domain-containing protein		0
A0A5J9TUI6_9POAL	A0A5J9TUI6_9POAL	142	AvrRpt-cleavage	-	37	2.7e-18	76.4	1.2	1	1	3.9e-23	4.1e-18	75.817008972168	1.21	2	37	56	91	55	91	0.98	AvrRpt-cleavage domain-containing protein (Fragment)		0
A0A804NVF5_MAIZE	A0A804NVF5_MAIZE	225	AvrRpt-cleavage	-	37	2.7e-18	76.4	0.5	1	1	4.9e-23	5.1e-18	75.5144271850586	0.46	4	37	100	133	97	133	0.96	Uncharacterized protein		0
A0A453CZN9_AEGTS	A0A453CZN9_AEGTS	107	AvrRpt-cleavage	-	37	2.9e-18	76.3	0.7	1	1	4.5e-23	4.7e-18	75.6141357421875	0.66	2	37	19	54	18	54	0.97	AvrRpt-cleavage domain-containing protein		0
A0A1E5WC11_9POAL	A0A1E5WC11_9POAL	92	AvrRpt-cleavage	-	37	3.0e-18	76.2	0.9	1	1	4.4e-23	4.6e-18	75.6489562988281	0.90	2	37	6	41	5	41	0.97	AvrRpt-cleavage domain-containing protein		0
A0A446MQB8_TRITD	A0A446MQB8_TRITD	96	AvrRpt-cleavage	-	37	3.2e-18	76.2	0.7	1	1	4.7e-23	4.9e-18	75.5583343505859	0.69	2	37	8	43	7	43	0.97	AvrRpt-cleavage domain-containing protein		0
A0A194YRN5_SORBI	A0A194YRN5_SORBI	93	AvrRpt-cleavage	-	37	3.2e-18	76.1	0.9	1	1	5.3e-23	5.5e-18	75.3956756591797	0.93	2	37	7	42	6	42	0.96	AvrRpt-cleavage domain-containing protein		0
A0A3B6B6D5_WHEAT	A0A3B6B6D5_WHEAT	97	AvrRpt-cleavage	-	37	3.2e-18	76.1	0.7	1	1	4.8e-23	5.0e-18	75.5270004272461	0.69	2	37	9	44	8	44	0.97	AvrRpt-cleavage domain-containing protein		0
A0A446LGK7_TRITD	A0A446LGK7_TRITD	97	AvrRpt-cleavage	-	37	3.2e-18	76.1	0.7	1	1	4.8e-23	5.0e-18	75.5270004272461	0.69	2	37	9	44	8	44	0.97	AvrRpt-cleavage domain-containing protein		0
